TIME_ID,EMPLOYEE_ID,IN_TIME,OUT_TIME,DAY
107,20,11:56:00 AM,3:32:00 PM,04/01/2015
108,21,4:57:00 PM,11:48:00 PM,04/01/2015
109,22,10:34:00 AM,3:16:00 PM,04/01/2015
110,23,4:01:00 PM,11:33:00 PM,04/01/2015
111,24,4:09:00 PM,10:08:00 PM,04/01/2015
112,25,10:47:00 AM,4:10:00 PM,04/01/2015
113,26,11:42:00 AM,5:39:00 PM,04/01/2015
114,27,4:17:00 PM,11:22:00 PM,04/01/2015
115,28,11:26:00 AM,3:32:00 PM,04/01/2015
116,29,5:15:00 PM,10:54:00 PM,04/01/2015
117,1,10:41:00 AM,4:25:00 PM,05/01/2015
118,2,5:22:00 PM,10:08:00 PM,05/01/2015
119,3,10:47:00 AM,3:23:00 PM,05/01/2015
120,4,5:33:00 PM,11:01:00 PM,05/01/2015
121,5,4:26:00 PM,11:24:00 PM,05/01/2015
122,6,10:09:00 AM,3:38:00 PM,05/01/2015
123,7,11:42:00 AM,5:54:00 PM,05/01/2015
124,8,4:12:00 PM,11:43:00 PM,05/01/2015
125,9,5:23:00 PM,11:05:00 PM,05/01/2015
126,10,4:50:00 PM,10:36:00 PM,05/01/2015
127,11,10:20:00 AM,5:24:00 PM,05/01/2015
128,12,10:01:00 AM,5:24:00 PM,05/01/2015
129,13,5:14:00 PM,10:18:00 PM,05/01/2015
130,14,10:21:00 AM,3:57:00 PM,05/01/2015
131,15,11:21:00 AM,4:36:00 PM,05/01/2015
132,16,4:48:00 PM,10:38:00 PM,05/01/2015
133,17,11:15:00 AM,5:42:00 PM,05/01/2015
134,18,11:49:00 AM,5:05:00 PM,05/01/2015
135,19,4:10:00 PM,10:35:00 PM,05/01/2015
136,20,11:51:00 AM,3:27:00 PM,05/01/2015
137,21,4:47:00 PM,10:44:00 PM,05/01/2015
138,22,11:16:00 AM,3:29:00 PM,05/01/2015
139,23,4:22:00 PM,11:47:00 PM,05/01/2015
140,24,5:41:00 PM,11:50:00 PM,05/01/2015
141,25,10:31:00 AM,3:23:00 PM,05/01/2015
142,26,11:51:00 AM,5:30:00 PM,05/01/2015
143,27,5:31:00 PM,11:25:00 PM,05/01/2015
144,28,11:43:00 AM,3:32:00 PM,05/01/2015
145,29,5:18:00 PM,11:16:00 PM,05/01/2015
146,1,10:52:00 AM,3:24:00 PM,06/01/2015
147,2,5:04:00 PM,10:37:00 PM,06/01/2015
148,3,11:12:00 AM,5:56:00 PM,06/01/2015
149,4,4:35:00 PM,10:40:00 PM,06/01/2015
150,5,5:46:00 PM,10:14:00 PM,06/01/2015
151,6,10:29:00 AM,3:49:00 PM,06/01/2015
152,7,11:07:00 AM,4:21:00 PM,06/01/2015
153,8,5:27:00 PM,11:17:00 PM,06/01/2015
154,9,5:17:00 PM,10:16:00 PM,06/01/2015
155,10,4:13:00 PM,11:29:00 PM,06/01/2015
156,11,10:49:00 AM,3:28:00 PM,06/01/2015
157,12,11:28:00 AM,3:15:00 PM,06/01/2015
158,13,5:48:00 PM,10:31:00 PM,06/01/2015
159,14,10:44:00 AM,4:10:00 PM,06/01/2015
160,15,11:07:00 AM,4:50:00 PM,06/01/2015
161,16,5:12:00 PM,11:07:00 PM,06/01/2015
162,17,11:14:00 AM,3:46:00 PM,06/01/2015
163,18,10:41:00 AM,5:43:00 PM,06/01/2015
164,19,4:34:00 PM,10:43:00 PM,06/01/2015
165,20,11:15:00 AM,5:35:00 PM,06/01/2015
166,21,4:30:00 PM,11:30:00 PM,06/01/2015
167,22,10:05:00 AM,3:51:00 PM,06/01/2015
168,23,5:56:00 PM,11:12:00 PM,06/01/2015
169,24,5:18:00 PM,10:57:00 PM,06/01/2015
170,25,11:55:00 AM,3:30:00 PM,06/01/2015
171,26,10:51:00 AM,3:16:00 PM,06/01/2015
172,27,4:34:00 PM,10:53:00 PM,06/01/2015
173,28,11:50:00 AM,5:04:00 PM,06/01/2015
174,29,5:20:00 PM,11:58:00 PM,06/01/2015
175,1,10:00:00 AM,4:22:00 PM,07/01/2015
176,2,5:31:00 PM,11:02:00 PM,07/01/2015
177,3,10:00:00 AM,4:00:00 PM,07/01/2015
178,4,5:45:00 PM,11:43:00 PM,07/01/2015
179,5,4:57:00 PM,10:18:00 PM,07/01/2015
180,6,11:09:00 AM,4:53:00 PM,07/01/2015
181,7,10:39:00 AM,3:48:00 PM,07/01/2015
182,8,4:08:00 PM,10:47:00 PM,07/01/2015
183,9,5:42:00 PM,10:27:00 PM,07/01/2015
184,10,4:49:00 PM,10:30:00 PM,07/01/2015
185,11,10:42:00 AM,4:06:00 PM,07/01/2015
186,12,11:53:00 AM,4:04:00 PM,07/01/2015
187,13,4:56:00 PM,11:54:00 PM,07/01/2015
188,14,11:13:00 AM,4:06:00 PM,07/01/2015
189,15,10:43:00 AM,3:17:00 PM,07/01/2015
190,16,5:52:00 PM,11:12:00 PM,07/01/2015
191,17,10:45:00 AM,5:50:00 PM,07/01/2015
192,18,10:16:00 AM,5:48:00 PM,07/01/2015
193,19,5:38:00 PM,11:54:00 PM,07/01/2015
194,20,11:11:00 AM,3:18:00 PM,07/01/2015
195,21,4:47:00 PM,10:29:00 PM,07/01/2015
196,22,10:40:00 AM,5:28:00 PM,07/01/2015
197,23,4:56:00 PM,11:35:00 PM,07/01/2015
198,24,4:29:00 PM,10:11:00 PM,07/01/2015
199,25,10:43:00 AM,3:26:00 PM,07/01/2015
200,26,10:00:00 AM,3:51:00 PM,07/01/2015
201,27,5:06:00 PM,11:19:00 PM,07/01/2015
202,28,11:36:00 AM,3:22:00 PM,07/01/2015
203,29,5:24:00 PM,11:00:00 PM,07/01/2015
204,1,10:28:00 AM,3:49:00 PM,08/01/2015
205,2,5:58:00 PM,11:05:00 PM,08/01/2015
206,3,11:11:00 AM,4:13:00 PM,08/01/2015
207,4,5:36:00 PM,11:16:00 PM,08/01/2015
208,5,5:31:00 PM,11:58:00 PM,08/01/2015
209,6,10:56:00 AM,4:32:00 PM,08/01/2015
210,7,10:45:00 AM,4:57:00 PM,08/01/2015
211,8,5:39:00 PM,11:30:00 PM,08/01/2015
212,9,4:40:00 PM,10:29:00 PM,08/01/2015
213,10,4:11:00 PM,10:54:00 PM,08/01/2015
214,11,10:23:00 AM,3:58:00 PM,08/01/2015
215,12,11:22:00 AM,3:40:00 PM,08/01/2015
216,13,5:28:00 PM,10:53:00 PM,08/01/2015
217,14,10:18:00 AM,5:33:00 PM,08/01/2015
218,15,11:33:00 AM,5:13:00 PM,08/01/2015
219,16,4:30:00 PM,11:28:00 PM,08/01/2015
220,17,10:37:00 AM,5:56:00 PM,08/01/2015
221,18,10:46:00 AM,3:38:00 PM,08/01/2015
222,19,4:21:00 PM,10:07:00 PM,08/01/2015
223,20,11:02:00 AM,4:41:00 PM,08/01/2015
224,21,4:15:00 PM,11:54:00 PM,08/01/2015
225,22,10:00:00 AM,5:13:00 PM,08/01/2015
226,23,5:11:00 PM,10:52:00 PM,08/01/2015
227,24,5:32:00 PM,11:35:00 PM,08/01/2015
228,25,11:31:00 AM,4:12:00 PM,08/01/2015
229,26,11:24:00 AM,5:01:00 PM,08/01/2015
230,27,4:56:00 PM,11:25:00 PM,08/01/2015
231,28,11:00:00 AM,3:18:00 PM,08/01/2015
232,29,5:04:00 PM,10:16:00 PM,08/01/2015
233,1,10:49:00 AM,3:03:00 PM,09/01/2015
234,2,4:52:00 PM,11:42:00 PM,09/01/2015
235,3,10:33:00 AM,5:20:00 PM,09/01/2015
236,4,5:37:00 PM,11:59:00 PM,09/01/2015
237,5,4:16:00 PM,11:56:00 PM,09/01/2015
238,6,10:09:00 AM,5:55:00 PM,09/01/2015
239,7,10:49:00 AM,4:45:00 PM,09/01/2015
240,8,5:34:00 PM,11:20:00 PM,09/01/2015
241,9,5:52:00 PM,10:50:00 PM,09/01/2015
242,10,4:06:00 PM,11:26:00 PM,09/01/2015
243,11,11:07:00 AM,3:19:00 PM,09/01/2015
244,12,11:32:00 AM,5:56:00 PM,09/01/2015
245,13,5:03:00 PM,10:24:00 PM,09/01/2015
246,14,10:35:00 AM,4:29:00 PM,09/01/2015
247,15,10:27:00 AM,3:21:00 PM,09/01/2015
248,16,5:10:00 PM,11:29:00 PM,09/01/2015
249,17,11:52:00 AM,3:13:00 PM,09/01/2015
250,18,11:48:00 AM,4:16:00 PM,09/01/2015
251,19,4:29:00 PM,10:35:00 PM,09/01/2015
252,20,11:44:00 AM,4:46:00 PM,09/01/2015
253,21,5:41:00 PM,11:12:00 PM,09/01/2015
254,22,11:48:00 AM,4:02:00 PM,09/01/2015
255,23,5:03:00 PM,11:25:00 PM,09/01/2015
256,24,5:30:00 PM,11:37:00 PM,09/01/2015
257,25,10:17:00 AM,5:02:00 PM,09/01/2015
258,26,11:36:00 AM,4:42:00 PM,09/01/2015
259,27,5:04:00 PM,11:33:00 PM,09/01/2015
260,28,11:09:00 AM,3:20:00 PM,09/01/2015
261,29,5:38:00 PM,10:18:00 PM,09/01/2015
262,1,11:32:00 AM,3:14:00 PM,10/01/2015
263,2,4:33:00 PM,10:34:00 PM,10/01/2015
264,3,10:16:00 AM,5:17:00 PM,10/01/2015
265,4,5:58:00 PM,10:57:00 PM,10/01/2015
266,5,4:00:00 PM,10:50:00 PM,10/01/2015
267,6,11:20:00 AM,5:46:00 PM,10/01/2015
268,7,11:39:00 AM,4:06:00 PM,10/01/2015
269,8,5:40:00 PM,10:34:00 PM,10/01/2015
270,9,4:40:00 PM,11:52:00 PM,10/01/2015
271,10,4:42:00 PM,11:58:00 PM,10/01/2015
272,11,11:13:00 AM,3:31:00 PM,10/01/2015
273,12,10:25:00 AM,3:08:00 PM,10/01/2015
274,13,4:07:00 PM,10:32:00 PM,10/01/2015
275,14,10:30:00 AM,3:02:00 PM,10/01/2015
276,15,10:24:00 AM,4:35:00 PM,10/01/2015
277,16,4:58:00 PM,11:26:00 PM,10/01/2015
278,17,10:27:00 AM,4:50:00 PM,10/01/2015
279,18,10:16:00 AM,4:22:00 PM,10/01/2015
280,19,5:14:00 PM,10:55:00 PM,10/01/2015
281,20,11:59:00 AM,4:08:00 PM,10/01/2015
282,21,4:51:00 PM,10:46:00 PM,10/01/2015
283,22,10:52:00 AM,5:41:00 PM,10/01/2015
284,23,5:52:00 PM,11:22:00 PM,10/01/2015
285,24,4:52:00 PM,11:18:00 PM,10/01/2015
286,25,11:55:00 AM,5:18:00 PM,10/01/2015
287,26,11:46:00 AM,4:46:00 PM,10/01/2015
288,27,5:37:00 PM,11:26:00 PM,10/01/2015
289,28,10:34:00 AM,3:27:00 PM,10/01/2015
290,29,4:52:00 PM,10:32:00 PM,10/01/2015
291,1,11:03:00 AM,5:06:00 PM,11/01/2015
292,2,4:14:00 PM,11:56:00 PM,11/01/2015
293,3,11:07:00 AM,3:22:00 PM,11/01/2015
294,4,5:55:00 PM,11:49:00 PM,11/01/2015
295,5,4:56:00 PM,11:38:00 PM,11/01/2015
296,6,10:39:00 AM,4:41:00 PM,11/01/2015
297,7,10:58:00 AM,4:28:00 PM,11/01/2015
298,8,5:16:00 PM,11:39:00 PM,11/01/2015
299,9,4:35:00 PM,10:15:00 PM,11/01/2015
300,10,4:56:00 PM,10:21:00 PM,11/01/2015
301,11,11:35:00 AM,5:27:00 PM,11/01/2015
302,12,10:14:00 AM,5:04:00 PM,11/01/2015
303,13,4:12:00 PM,11:22:00 PM,11/01/2015
304,14,10:15:00 AM,3:09:00 PM,11/01/2015
305,15,10:00:00 AM,5:39:00 PM,11/01/2015
306,16,4:16:00 PM,11:51:00 PM,11/01/2015
307,17,10:03:00 AM,3:55:00 PM,11/01/2015
308,18,11:27:00 AM,5:18:00 PM,11/01/2015
309,19,5:03:00 PM,11:25:00 PM,11/01/2015
310,20,10:35:00 AM,4:41:00 PM,11/01/2015
311,21,5:33:00 PM,10:17:00 PM,11/01/2015
312,22,11:51:00 AM,5:25:00 PM,11/01/2015
313,23,4:26:00 PM,11:18:00 PM,11/01/2015
314,24,5:08:00 PM,11:26:00 PM,11/01/2015
315,25,10:15:00 AM,4:26:00 PM,11/01/2015
316,26,10:45:00 AM,4:02:00 PM,11/01/2015
317,27,4:38:00 PM,10:43:00 PM,11/01/2015
318,28,11:49:00 AM,5:27:00 PM,11/01/2015
319,29,5:58:00 PM,11:35:00 PM,11/01/2015
320,1,11:07:00 AM,5:56:00 PM,12/01/2015
321,2,5:30:00 PM,10:41:00 PM,12/01/2015
322,3,11:47:00 AM,4:59:00 PM,12/01/2015
323,4,4:36:00 PM,11:51:00 PM,12/01/2015
324,5,5:59:00 PM,10:58:00 PM,12/01/2015
325,6,11:38:00 AM,3:05:00 PM,12/01/2015
326,7,10:33:00 AM,3:19:00 PM,12/01/2015
327,8,4:35:00 PM,11:08:00 PM,12/01/2015
328,9,5:27:00 PM,10:08:00 PM,12/01/2015
329,10,4:34:00 PM,10:01:00 PM,12/01/2015
330,11,11:56:00 AM,4:47:00 PM,12/01/2015
331,12,10:48:00 AM,4:17:00 PM,12/01/2015
332,13,5:07:00 PM,10:04:00 PM,12/01/2015
333,14,10:27:00 AM,3:10:00 PM,12/01/2015
334,15,10:56:00 AM,4:35:00 PM,12/01/2015
335,16,5:38:00 PM,11:19:00 PM,12/01/2015
336,17,10:26:00 AM,3:58:00 PM,12/01/2015
337,18,11:41:00 AM,3:21:00 PM,12/01/2015
338,19,4:34:00 PM,11:40:00 PM,12/01/2015
339,20,11:04:00 AM,5:03:00 PM,12/01/2015
340,21,5:17:00 PM,11:36:00 PM,12/01/2015
341,22,10:43:00 AM,4:10:00 PM,12/01/2015
342,23,5:16:00 PM,11:46:00 PM,12/01/2015
343,24,5:03:00 PM,11:58:00 PM,12/01/2015
344,25,11:36:00 AM,5:36:00 PM,12/01/2015
345,26,11:11:00 AM,4:42:00 PM,12/01/2015
346,27,4:05:00 PM,10:54:00 PM,12/01/2015
347,28,11:25:00 AM,4:17:00 PM,12/01/2015
348,29,5:16:00 PM,11:06:00 PM,12/01/2015
349,1,11:50:00 AM,3:31:00 PM,13/01/2015
350,2,5:18:00 PM,10:15:00 PM,13/01/2015
351,3,10:10:00 AM,3:10:00 PM,13/01/2015
352,4,4:00:00 PM,11:09:00 PM,13/01/2015
353,5,4:47:00 PM,11:01:00 PM,13/01/2015
354,6,11:10:00 AM,4:47:00 PM,13/01/2015
355,7,10:14:00 AM,4:43:00 PM,13/01/2015
356,8,5:44:00 PM,10:17:00 PM,13/01/2015
357,9,5:56:00 PM,10:33:00 PM,13/01/2015
358,10,4:46:00 PM,10:01:00 PM,13/01/2015
359,11,10:18:00 AM,4:31:00 PM,13/01/2015
360,12,11:16:00 AM,4:11:00 PM,13/01/2015
361,13,4:54:00 PM,11:15:00 PM,13/01/2015
362,14,10:46:00 AM,5:24:00 PM,13/01/2015
363,15,11:38:00 AM,3:24:00 PM,13/01/2015
364,16,5:29:00 PM,10:33:00 PM,13/01/2015
365,17,10:49:00 AM,4:55:00 PM,13/01/2015
366,18,10:04:00 AM,3:58:00 PM,13/01/2015
367,19,4:52:00 PM,11:10:00 PM,13/01/2015
368,20,11:25:00 AM,5:28:00 PM,13/01/2015
369,21,5:17:00 PM,11:05:00 PM,13/01/2015
370,22,11:25:00 AM,3:38:00 PM,13/01/2015
371,23,4:39:00 PM,11:24:00 PM,13/01/2015
372,24,5:10:00 PM,11:50:00 PM,13/01/2015
373,25,10:01:00 AM,3:40:00 PM,13/01/2015
374,26,11:32:00 AM,4:52:00 PM,13/01/2015
375,27,5:43:00 PM,10:48:00 PM,13/01/2015
376,28,10:27:00 AM,4:13:00 PM,13/01/2015
377,29,5:11:00 PM,11:08:00 PM,13/01/2015
378,1,10:45:00 AM,4:33:00 PM,14/01/2015
379,2,5:47:00 PM,10:48:00 PM,14/01/2015
380,3,10:14:00 AM,3:31:00 PM,14/01/2015
381,4,4:37:00 PM,10:41:00 PM,14/01/2015
382,5,5:06:00 PM,11:12:00 PM,14/01/2015
383,6,10:35:00 AM,3:49:00 PM,14/01/2015
384,7,11:02:00 AM,4:30:00 PM,14/01/2015
385,8,4:01:00 PM,11:15:00 PM,14/01/2015
386,9,5:20:00 PM,10:52:00 PM,14/01/2015
387,10,5:27:00 PM,11:01:00 PM,14/01/2015
388,11,11:08:00 AM,5:46:00 PM,14/01/2015
389,12,11:34:00 AM,4:00:00 PM,14/01/2015
390,13,4:02:00 PM,10:52:00 PM,14/01/2015
391,14,10:38:00 AM,3:44:00 PM,14/01/2015
392,15,10:04:00 AM,3:02:00 PM,14/01/2015
393,16,5:45:00 PM,10:29:00 PM,14/01/2015
394,17,11:54:00 AM,3:42:00 PM,14/01/2015
395,18,11:52:00 AM,3:06:00 PM,14/01/2015
396,19,5:31:00 PM,11:03:00 PM,14/01/2015
397,20,10:09:00 AM,5:51:00 PM,14/01/2015
398,21,5:47:00 PM,11:26:00 PM,14/01/2015
399,22,10:09:00 AM,4:49:00 PM,14/01/2015
400,23,5:11:00 PM,10:43:00 PM,14/01/2015
401,24,5:01:00 PM,10:53:00 PM,14/01/2015
402,25,10:54:00 AM,5:05:00 PM,14/01/2015
403,26,11:01:00 AM,3:55:00 PM,14/01/2015
404,27,5:51:00 PM,10:02:00 PM,14/01/2015
405,28,11:47:00 AM,5:16:00 PM,14/01/2015
406,29,5:22:00 PM,10:14:00 PM,14/01/2015
407,1,10:29:00 AM,5:43:00 PM,15/01/2015
408,2,5:18:00 PM,10:01:00 PM,15/01/2015
409,3,11:38:00 AM,5:04:00 PM,15/01/2015
410,4,4:27:00 PM,11:09:00 PM,15/01/2015
411,5,5:24:00 PM,10:07:00 PM,15/01/2015
412,6,11:49:00 AM,3:35:00 PM,15/01/2015
413,7,10:09:00 AM,3:36:00 PM,15/01/2015
414,8,4:57:00 PM,10:11:00 PM,15/01/2015
415,9,5:32:00 PM,11:18:00 PM,15/01/2015
416,10,4:24:00 PM,10:13:00 PM,15/01/2015
417,11,10:39:00 AM,5:35:00 PM,15/01/2015
418,12,11:25:00 AM,5:48:00 PM,15/01/2015
419,13,5:35:00 PM,10:52:00 PM,15/01/2015
420,14,11:16:00 AM,4:25:00 PM,15/01/2015
421,15,11:52:00 AM,3:05:00 PM,15/01/2015
422,16,4:46:00 PM,10:10:00 PM,15/01/2015
423,17,10:33:00 AM,3:23:00 PM,15/01/2015
424,18,10:40:00 AM,3:19:00 PM,15/01/2015
425,19,4:38:00 PM,11:52:00 PM,15/01/2015
426,20,11:08:00 AM,3:03:00 PM,15/01/2015
427,21,5:14:00 PM,11:22:00 PM,15/01/2015
428,22,11:06:00 AM,3:06:00 PM,15/01/2015
429,23,5:38:00 PM,11:46:00 PM,15/01/2015
430,24,5:04:00 PM,11:10:00 PM,15/01/2015
431,25,10:23:00 AM,5:13:00 PM,15/01/2015
432,26,11:52:00 AM,4:24:00 PM,15/01/2015
433,27,4:48:00 PM,11:57:00 PM,15/01/2015
434,28,10:04:00 AM,3:23:00 PM,15/01/2015
435,29,4:17:00 PM,10:16:00 PM,15/01/2015
436,1,11:32:00 AM,3:50:00 PM,16/01/2015
437,2,5:25:00 PM,10:26:00 PM,16/01/2015
438,3,11:07:00 AM,3:49:00 PM,16/01/2015
439,4,5:18:00 PM,11:32:00 PM,16/01/2015
440,5,5:38:00 PM,11:57:00 PM,16/01/2015
441,6,11:56:00 AM,5:14:00 PM,16/01/2015
442,7,11:07:00 AM,5:26:00 PM,16/01/2015
443,8,5:21:00 PM,10:38:00 PM,16/01/2015
444,9,4:10:00 PM,10:25:00 PM,16/01/2015
445,10,4:06:00 PM,11:09:00 PM,16/01/2015
446,11,11:48:00 AM,3:31:00 PM,16/01/2015
447,12,11:53:00 AM,4:15:00 PM,16/01/2015
448,13,5:29:00 PM,10:16:00 PM,16/01/2015
449,14,10:29:00 AM,5:18:00 PM,16/01/2015
450,15,10:52:00 AM,5:48:00 PM,16/01/2015
451,16,5:50:00 PM,11:27:00 PM,16/01/2015
452,17,10:41:00 AM,3:55:00 PM,16/01/2015
453,18,11:05:00 AM,4:53:00 PM,16/01/2015
454,19,5:05:00 PM,11:26:00 PM,16/01/2015
455,20,10:24:00 AM,4:04:00 PM,16/01/2015
456,21,5:43:00 PM,10:49:00 PM,16/01/2015
457,22,11:19:00 AM,5:50:00 PM,16/01/2015
458,23,4:25:00 PM,10:57:00 PM,16/01/2015
459,24,5:47:00 PM,10:53:00 PM,16/01/2015
460,25,11:32:00 AM,4:28:00 PM,16/01/2015
461,26,11:35:00 AM,4:21:00 PM,16/01/2015
462,27,4:59:00 PM,11:54:00 PM,16/01/2015
463,28,11:34:00 AM,5:01:00 PM,16/01/2015
464,29,5:20:00 PM,10:57:00 PM,16/01/2015
465,1,10:36:00 AM,3:07:00 PM,17/01/2015
466,2,5:33:00 PM,10:22:00 PM,17/01/2015
467,3,11:26:00 AM,4:03:00 PM,17/01/2015
468,4,4:36:00 PM,11:08:00 PM,17/01/2015
469,5,5:34:00 PM,11:50:00 PM,17/01/2015
470,6,10:02:00 AM,5:15:00 PM,17/01/2015
471,7,10:52:00 AM,4:09:00 PM,17/01/2015
472,8,4:12:00 PM,10:32:00 PM,17/01/2015
473,9,5:52:00 PM,11:11:00 PM,17/01/2015
474,10,4:22:00 PM,10:55:00 PM,17/01/2015
475,11,11:12:00 AM,3:58:00 PM,17/01/2015
476,12,10:31:00 AM,5:42:00 PM,17/01/2015
477,13,4:41:00 PM,11:06:00 PM,17/01/2015
478,14,11:28:00 AM,3:16:00 PM,17/01/2015
479,15,10:23:00 AM,3:12:00 PM,17/01/2015
480,16,5:14:00 PM,11:20:00 PM,17/01/2015
